event_id,fire_year,year,fitted_nbr
CA4156612316620090821,2009,2001,-0.1814647560763801
CA3419711786020090825,2009,2001,-0.1414046804476469
CA3334311736220100713,2010,2001,-0.021060455398162856
CA3790211905120100726,2010,2001,0.016067654340926194
CA3309811647820111001,2011,2001,-0.061245171850991854
CA3713411828320110913,2011,2001,0.021695796416268395
CA3355611691120120814,2012,2001,-0.01636292638660116
CA3260811624320120517,2012,2001,0.010242728841467893
CA4018812160120130501,2013,2001,-0.19941098004043478
CA3881312282620131122,2013,2001,-0.14801675641134596
CA3976812365020140730,2014,2001,-0.31688905934697575
CA4122712136220140731,2014,2001,-0.15492453309083198
CA3745411858420150206,2015,2001,0.010143253466131152
CA4016812363920150730,2015,2001,-0.2628864419601851
CA3779911892220160804,2016,2001,-0.06825829331828791
CA3436911855620160709,2016,2001,-0.08648409887791919
CA4145212338020170811,2017,2001,-0.29376894670044096
CA3589912026320170710,2017,2001,-0.08949793743320837
CA3906012314020180727,2018,2001,-0.1554415037846846
CA3511712010020180819,2018,2001,-0.03085363370248026
CA3892812226620190608,2019,2001,-0.10254270292888841
CA3433711905320191031,2019,2001,-0.047070555485818975
CA4185812335420200908,2020,2001,-0.27295464910619494
CA3375311768720201026,2020,2001,-0.027235308147728426
CA4156412340420210801,2021,2001,-0.2487889332443013
CA3658211879520210912,2021,2001,-0.19516633717620294
CA3633311865120220803,2022,2001,-0.11069939975265862
CA4090712359920220805,2022,2001,-0.27430650780198207
CA3389011707120230714,2023,2001,0.00527464523273471
CA3806111999220230909,2023,2001,-0.16136471806413835
CA3589912013419840525,1984,2002,0.02731719006168
CA3631411886919840821,1984,2002,-0.11272777665967008
CA4095612245219850718,1985,2002,-0.22227742722744112
CA4059212068919850708,1985,2002,-0.033082585955376664
CA3665912086319860602,1986,2002,0.038067237343150886
CA3389911714619860529,1986,2002,0.09046390525531434
CA4184912355119870830,1987,2002,-0.18051366908129213
CA3600012102719870707,1987,2002,-0.01788232827775866
CA3362611673419880602,1988,2002,-0.0032945044947951876
CA3879412296619880824,1988,2002,-0.1658000565762895
CA3407511899419891029,1989,2002,-0.024185323394714294
CA3464911838419890628,1989,2002,-0.024160082649529575
CA4033912181119900809,1990,2002,-0.11598360807828569
CA3305811714419900910,1990,2002,0.013931075175191016
CA3655211908319910922,1991,2002,-0.0707086932781694
CA3876512278719911020,1991,2002,-0.22701374428691787
CA3592712121419920821,1992,2002,0.010404821653042027
CA3622012145819920801,1992,2002,-0.12298198844606864
CA3411411897719931026,1993,2002,-0.03961059647836797
CA3407011864919931102,1993,2002,-0.09265618270282411
